CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
P14.0	P140	DEFAULT	3	Erb's paralysis due to birth injury							
P14.1	P141	DEFAULT	3	Klumpke's paralysis due to birth injury							
P14.2	P142	DEFAULT	3	Phrenic nerve paralysis due to birth injury							
P14.3	P143	DEFAULT	3	Other brachial plexus birth injuries							
P14.8	P148	DEFAULT	3	Birth injuries to other parts of peripheral nervous system							
P14.9	P149	DEFAULT	3	Birth injury to peripheral nervous system, unspecified							
P15	P15	DEFAULT	3	Other birth injuries							
P15.0	P150	DEFAULT	3	Birth injury to liver						1	
P15.1	P151	DEFAULT	3	Birth injury to spleen						1	
P15.2	P152	DEFAULT	3	Sternomastoid injury due to birth injury						1	
P15.3	P153	DEFAULT	3	Birth injury to eye						1	
P15.4	P154	DEFAULT	3	Birth injury to face						1	
P15.5	P155	DEFAULT	3	Birth injury to external genitalia						1	
P15.6	P156	DEFAULT	3	Subcutaneous fat necrosis due to birth injury						1	
P15.8	P158	DEFAULT	3	Other specified birth injuries						1	
P15.9	P159	DEFAULT	3	Birth injury, unspecified						1	
P20	P20	DEFAULT	3	Intrauterine hypoxia							
P20.0	P200	DEFAULT	3	Intrauterine hypoxia first noted before onset of labour						1	
P20.1	P201	DEFAULT	3	Intrauterine hypoxia first noted during labour and delivery						1	
P20.9	P209	DEFAULT	3	Intrauterine hypoxia, unspecified						1	
P21	P21	DEFAULT	3	Birth asphyxia							
P21.0	P210	DEFAULT	3	Severe birth asphyxia						1	
P21.1	P211	DEFAULT	3	Mild and moderate birth asphyxia						1	
P21.9	P219	DEFAULT	3	Birth asphyxia, unspecified						1	
P22	P22	DEFAULT	3	Respiratory distress of newborn							
P22.0	P220	DEFAULT	3	Respiratory distress syndrome of newborn						1	
P22.1	P221	DEFAULT	3	Transient tachypnoea of newborn						1	
P22.8	P228	DEFAULT	3	Other respiratory distress of newborn						1	
P22.9	P229	DEFAULT	3	Respiratory distress of newborn, unspecified						1	
P23	P23	DEFAULT	3	Congenital pneumonia							
P23.0	P230	DEFAULT	3	Congenital pneumonia due to viral agent						1	
P23.1	P231	DEFAULT	3	Congenital pneumonia due to Chlamydia						1	
P23.2	P232	DEFAULT	3	Congenital pneumonia due to staphylococcus						1	
P23.3	P233	DEFAULT	3	Congenital pneumonia due to streptococcus, group B						1	
P23.4	P234	DEFAULT	3	Congenital pneumonia due to Escherichia coli						1	
P23.5	P235	DEFAULT	3	Congenital pneumonia due to Pseudomonas						1	
P23.6	P236	DEFAULT	3	Congenital pneumonia due to other bacterial agents						1	
P23.8	P238	DEFAULT	3	Congenital pneumonia due to other organisms						1	
P23.9	P239	DEFAULT	3	Congenital pneumonia, unspecified						1	
P24	P24	DEFAULT	3	Neonatal aspiration syndromes							
P24.0	P240	DEFAULT	3	Neonatal aspiration of meconium						1	
P24.1	P241	DEFAULT	3	Neonatal aspiration of amniotic fluid and mucus						1	
P24.2	P242	DEFAULT	3	Neonatal aspiration of blood						1	
P24.3	P243	DEFAULT	3	Neonatal aspiration of milk and regurgitated food						1	
P24.8	P248	DEFAULT	3	Other neonatal aspiration syndromes						1	
P24.9	P249	DEFAULT	3	Neonatal aspiration syndrome, unspecified						1	
P25	P25	DEFAULT	3	Interstitial emphysema and related conditions originating in the perinatal period							
P25.0	P250	DEFAULT	3	Interstitial emphysema originating in the perinatal period						1	
P25.1	P251	DEFAULT	3	Pneumothorax originating in the perinatal period						1	
P25.2	P252	DEFAULT	3	Pneumomediastinum originating in the perinatal period						1	
P25.3	P253	DEFAULT	3	Pneumopericardium originating in the perinatal period						1	
P25.8	P258	DEFAULT	3	Other conditions related to interstitial emphysema originating in the perinatal period						1	
P26	P26	DEFAULT	3	Pulmonary haemorrhage originating in the perinatal period							
P26.0	P260	DEFAULT	3	Tracheobronchial haemorrhage originating in the perinatal period						1	
P26.1	P261	DEFAULT	3	Massive pulmonary haemorrhage originating in the perinatal period						1	
P26.8	P268	DEFAULT	3	Other pulmonary haemorrhages originating in the perinatal period						1	
P26.9	P269	DEFAULT	3	Unspecified pulmonary haemorrhage originating in the perinatal period						1	
P27	P27	DEFAULT	3	Chronic respiratory disease originating in the perinatal period							
P27.0	P270	DEFAULT	3	Wilson-Mikity syndrome						1	
P27.1	P271	DEFAULT	3	Bronchopulmonary dysplasia originating in the perinatal period						1	
P27.8	P278	DEFAULT	3	Other chronic respiratory diseases originating in the perinatal period						1	
P27.9	P279	DEFAULT	3	Unspecified chronic respiratory disease originating in the perinatal period						1	
P28	P28	DEFAULT	3	Other respiratory conditions originating in the perinatal period							
P28.0	P280	DEFAULT	3	Primary atelectasis of newborn						1	
P28.1	P281	DEFAULT	3	Other and unspecified atelectasis of newborn						1	
P28.2	P282	DEFAULT	3	Cyanotic attacks of newborn						1	
P28.3	P283	DEFAULT	3	Primary sleep apnoea of newborn						1	
P28.4	P284	DEFAULT	3	Other apnoea of newborn						1	
P28.5	P285	DEFAULT	3	Respiratory failure of newborn						1	
P28.8	P288	DEFAULT	3	Other specified respiratory conditions of newborn						1	
P28.9	P289	DEFAULT	3	Respiratory condition of newborn, unspecified						1	
P29	P29	DEFAULT	3	Cardiovascular disorders originating in the perinatal period							
P29.0	P290	DEFAULT	3	Neonatal cardiac failure						1	
P29.1	P291	DEFAULT	3	Neonatal cardiac dysrhythmia						1	
P29.2	P292	DEFAULT	3	Neonatal hypertension						1	
P29.3	P293	DEFAULT	3	Persistent fetal circulation						1	
P29.4	P294	DEFAULT	3	Transient myocardial ischaemia of newborn						1	
P29.8	P298	DEFAULT	3	Other cardiovascular disorders originating in the perinatal period						1	
P29.9	P299	DEFAULT	3	Cardiovascular disorder originating in the perinatal period, unspecified						1	
P35	P35	DEFAULT	3	Congenital viral diseases							
P35.0	P350	DEFAULT	3	Congenital rubella syndrome						1	
P35.1	P351	DEFAULT	3	Congenital cytomegalovirus infection						1	
P35.2	P352	DEFAULT	3	Congenital herpesviral [herpes simplex] infection						1	
P35.3	P353	DEFAULT	3	Congenital viral hepatitis						1	
P35.8	P358	DEFAULT	3	Other congenital viral diseases						1	
P35.9	P359	DEFAULT	3	Congenital viral disease, unspecified						1	
P36	P36	DEFAULT	3	Bacterial sepsis of newborn							
P36.0	P360	DEFAULT	3	Sepsis of newborn due to streptococcus, group B						1	
P36.1	P361	DEFAULT	3	Sepsis of newborn due to other and unspecified streptococci						1	
P36.2	P362	DEFAULT	3	Sepsis of newborn due to Staphylococcus aureus						1	
P36.3	P363	DEFAULT	3	Sepsis of newborn due to other and unspecified staphylococci						1	
P36.4	P364	DEFAULT	3	Sepsis of newborn due to Escherichia coli						1	
P36.5	P365	DEFAULT	3	Sepsis of newborn due to anaerobes						1	
P36.8	P368	DEFAULT	3	Other bacterial sepsis of newborn						1	
P36.9	P369	DEFAULT	3	Bacterial sepsis of newborn, unspecified						1	
P37	P37	DEFAULT	3	Other congenital infectious and parasitic diseases							
P37.0	P370	DEFAULT	3	Congenital tuberculosis						1	
P37.1	P371	DEFAULT	3	Congenital toxoplasmosis						1	
P37.2	P372	DEFAULT	3	Neonatal (disseminated) listeriosis						1	
P37.3	P373	DEFAULT	3	Congenital falciparum malaria						1	
P37.4	P374	DEFAULT	3	Other congenital malaria						1	
P37.5	P375	DEFAULT	3	Neonatal candidiasis						1	
P37.8	P378	DEFAULT	3	Other specified congenital infectious and parasitic diseases						1	
P37.9	P379	DEFAULT	3	Congenital infectious and parasitic disease, unspecified						1	
P38	P38X	DEFAULT	3	Omphalitis of newborn with or without mild haemorrhage						1	
P39	P39	DEFAULT	3	Other infections specific to the perinatal period							
P39.0	P390	DEFAULT	3	Neonatal infective mastitis						1	
P39.1	P391	DEFAULT	3	Neonatal conjunctivitis and dacryocystitis						1	
P39.2	P392	DEFAULT	3	Intra-amniotic infection of fetus, not elsewhere classified						1	
P39.3	P393	DEFAULT	3	Neonatal urinary tract infection						1	
P39.4	P394	DEFAULT	3	Neonatal skin infection						1	
P39.8	P398	DEFAULT	3	Other specified infections specific to the perinatal period						1	
P39.9	P399	DEFAULT	3	Infection specific to the perinatal period, unspecified						1	
P50	P50	DEFAULT	3	Fetal blood loss							
P50.0	P500	DEFAULT	3	Fetal blood loss from vasa praevia						1	
P50.1	P501	DEFAULT	3	Fetal blood loss from ruptured cord						1	
P50.2	P502	DEFAULT	3	Fetal blood loss from placenta						1	
P50.3	P503	DEFAULT	3	Haemorrhage into co-twin						1	
P50.4	P504	DEFAULT	3	Haemorrhage into maternal circulation						1	
P50.5	P505	DEFAULT	3	Fetal blood loss from cut end of co-twin's cord						1	
P50.8	P508	DEFAULT	3	Other fetal blood loss						1	
P50.9	P509	DEFAULT	3	Fetal blood loss, unspecified						1	
P51	P51	DEFAULT	3	Umbilical haemorrhage of newborn							
P51.0	P510	DEFAULT	3	Massive umbilical haemorrhage of newborn						1	
P51.8	P518	DEFAULT	3	Other umbilical haemorrhages of newborn						1	
P51.9	P519	DEFAULT	3	Umbilical haemorrhage of newborn, unspecified						1	
P52	P52	DEFAULT	3	Intracranial nontraumatic haemorrhage of fetus and newborn							
P52.0	P520	DEFAULT	3	Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn						1	
P52.1	P521	DEFAULT	3	Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn						1	
P52.2	P522	DEFAULT	3	Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn						1	
P52.3	P523	DEFAULT	3	Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn						1	
P52.4	P524	DEFAULT	3	Intracerebral (nontraumatic) haemorrhage of fetus and newborn						1	
P52.5	P525	DEFAULT	3	Subarachnoid (nontraumatic) haemorrhage of fetus and newborn						1	
P52.6	P526	DEFAULT	3	Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn						1	
P52.8	P528	DEFAULT	3	Other intracranial (nontraumatic) haemorrhages of fetus and newborn						1	
P52.9	P529	DEFAULT	3	Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified						1	
P53	P53X	DEFAULT	3	Haemorrhagic disease of fetus and newborn						1	
P54	P54	DEFAULT	3	Other neonatal haemorrhages							
P54.0	P540	DEFAULT	3	Neonatal haematemesis						1	
P54.1	P541	DEFAULT	3	Neonatal melaena						1	
P54.2	P542	DEFAULT	3	Neonatal rectal haemorrhage						1	
P54.3	P543	DEFAULT	3	Other neonatal gastrointestinal haemorrhage						1	
P54.4	P544	DEFAULT	3	Neonatal adrenal haemorrhage						1	
P54.5	P545	DEFAULT	3	Neonatal cutaneous haemorrhage						1	
P54.6	P546	DEFAULT	3	Neonatal vaginal haemorrhage				1		1	
P54.8	P548	DEFAULT	3	Other specified neonatal haemorrhages						1	
P54.9	P549	DEFAULT	3	Neonatal haemorrhage, unspecified						1	
P55	P55	DEFAULT	3	Haemolytic disease of fetus and newborn							
P55.0	P550	DEFAULT	3	Rh isoimmunization of fetus and newborn						1	
P55.1	P551	DEFAULT	3	ABO isoimmunization of fetus and newborn						1	
P55.8	P558	DEFAULT	3	Other haemolytic diseases of fetus and newborn						1	
P55.9	P559	DEFAULT	3	Haemolytic disease of fetus and newborn, unspecified						1	
P56	P56	DEFAULT	3	Hydrops fetalis due to haemolytic disease							
P56.0	P560	DEFAULT	3	Hydrops fetalis due to isoimmunization						1	
P56.9	P569	DEFAULT	3	Hydrops fetalis due to other and unspecified haemolytic disease						1	
P57	P57	DEFAULT	3	Kernicterus							
P57.0	P570	DEFAULT	3	Kernicterus due to isoimmunization						1	
P57.8	P578	DEFAULT	3	Other specified kernicterus						1	
P57.9	P579	DEFAULT	3	Kernicterus, unspecified						1	
P58	P58	DEFAULT	3	Neonatal jaundice due to other excessive haemolysis							
P58.0	P580	DEFAULT	3	Neonatal jaundice due to bruising						1	
P58.1	P581	DEFAULT	3	Neonatal jaundice due to bleeding						1	
P58.2	P582	DEFAULT	3	Neonatal jaundice due to infection						1	
P58.3	P583	DEFAULT	3	Neonatal jaundice due to polycythaemia						1	
P58.4	P584	DEFAULT	3	Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn						1	
P58.5	P585	DEFAULT	3	Neonatal jaundice due to swallowed maternal blood						1	
P58.8	P588	DEFAULT	3	Neonatal jaundice due to other specified excessive haemolysis						1	
P58.9	P589	DEFAULT	3	Neonatal jaundice due to excessive haemolysis, unspecified						1	
P59	P59	DEFAULT	3	Neonatal jaundice from other and unspecified causes							
P59.0	P590	DEFAULT	3	Neonatal jaundice associated with preterm delivery						1	
P59.1	P591	DEFAULT	3	Inspissated bile syndrome						1	
P59.2	P592	DEFAULT	3	Neonatal jaundice from other and unspecified hepatocellular damage						1	
P59.3	P593	DEFAULT	3	Neonatal jaundice from breast milk inhibitor						1	
P59.8	P598	DEFAULT	3	Neonatal jaundice from other specified causes						1	
P59.9	P599	DEFAULT	3	Neonatal jaundice, unspecified						1	
P60	P60X	DEFAULT	3	Disseminated intravascular coagulation of fetus and newborn						1	
P61	P61	DEFAULT	3	Other perinatal haematological disorders							
P61.0	P610	DEFAULT	3	Transient neonatal thrombocytopenia						1	
P61.1	P611	DEFAULT	3	Polycythaemia neonatorum						1	
P61.2	P612	DEFAULT	3	Anaemia of prematurity						1	
P61.3	P613	DEFAULT	3	Congenital anaemia from fetal blood loss						1	
P61.4	P614	DEFAULT	3	Other congenital anaemias, not elsewhere classified						1	
P61.5	P615	DEFAULT	3	Transient neonatal neutropenia						1	
P61.6	P616	DEFAULT	3	Other transient neonatal disorders of coagulation						1	
P61.8	P618	DEFAULT	3	Other specified perinatal haematological disorders						1	
P61.9	P619	DEFAULT	3	Perinatal haematological disorder, unspecified						1	
P70	P70	DEFAULT	3	Transitory disorders of carbohydrate metabolism specific to fetus and newborn							
P70.0	P700	DEFAULT	3	Syndrome of infant of mother with gestational diabetes						1	
P70.1	P701	DEFAULT	3	Syndrome of infant of a diabetic mother						1	
P70.2	P702	DEFAULT	3	Neonatal diabetes mellitus						1	
P70.3	P703	DEFAULT	3	Iatrogenic neonatal hypoglycaemia						1	
P70.4	P704	DEFAULT	3	Other neonatal hypoglycaemia						1	
P70.8	P708	DEFAULT	3	Other transitory disorders of carbohydrate metabolism of fetus and newborn						1	
P70.9	P709	DEFAULT	3	Transitory disorder of carbohydrate metabolism of fetus and newborn, unspecified						1	
P71	P71	DEFAULT	3	Transitory neonatal disorders of calcium and magnesium metabolism							
P71.0	P710	DEFAULT	3	Cow's milk hypocalcaemia in newborn						1	
P71.1	P711	DEFAULT	3	Other neonatal hypocalcaemia						1	
P71.2	P712	DEFAULT	3	Neonatal hypomagnesaemia						1	
P71.3	P713	DEFAULT	3	Neonatal tetany without calcium or magnesium deficiency						1	
P71.4	P714	DEFAULT	3	Transitory neonatal hypoparathyroidism						1	
P71.8	P718	DEFAULT	3	Other transitory neonatal disorders of calcium and magnesium metabolism						1	
P71.9	P719	DEFAULT	3	Transitory neonatal disorder of calcium and magnesium metabolism, unspecified						1	
P72	P72	DEFAULT	3	Other transitory neonatal endocrine disorders							
P72.0	P720	DEFAULT	3	Neonatal goitre, not elsewhere classified						1	
P72.1	P721	DEFAULT	3	Transitory neonatal hyperthyroidism						1	
P72.2	P722	DEFAULT	3	Other transitory neonatal disorders of thyroid function, not elsewhere classified						1	
P72.8	P728	DEFAULT	3	Other specified transitory neonatal endocrine disorders						1	
P72.9	P729	DEFAULT	3	Transitory neonatal endocrine disorder, unspecified						1	
P74	P74	DEFAULT	3	Other transitory neonatal electrolyte and metabolic disturbances							
P74.0	P740	DEFAULT	3	Late metabolic acidosis of newborn						1	
P74.1	P741	DEFAULT	3	Dehydration of newborn						1	
P74.2	P742	DEFAULT	3	Disturbances of sodium balance of newborn						1	
P74.3	P743	DEFAULT	3	Disturbances of potassium balance of newborn						1	
P74.4	P744	DEFAULT	3	Other transitory electrolyte disturbances of newborn						1	
P74.5	P745	DEFAULT	3	Transitory tyrosinaemia of newborn						1	
P74.8	P748	DEFAULT	3	Other transitory metabolic disturbances of newborn						1	
P74.9	P749	DEFAULT	3	Transitory metabolic disturbance of newborn, unspecified						1	
P75	P75X	ASTERISK	2	Meconium ileus in cystic fibrosis						1	
P76	P76	DEFAULT	3	Other intestinal obstruction of newborn							
P76.0	P760	DEFAULT	3	Meconium plug syndrome						1	
P76.1	P761	DEFAULT	3	Transitory ileus of newborn						1	
P76.2	P762	DEFAULT	3	Intestinal obstruction due to inspissated milk						1	
P76.8	P768	DEFAULT	3	Other specified intestinal obstruction of newborn						1	
P76.9	P769	DEFAULT	3	Intestinal obstruction of newborn, unspecified						1	
P77	P77X	DEFAULT	3	Necrotizing enterocolitis of fetus and newborn						1	
P78	P78	DEFAULT	3	Other perinatal digestive system disorders							
P78.0	P780	DEFAULT	3	Perinatal intestinal perforation						1	
P78.1	P781	DEFAULT	3	Other neonatal peritonitis						1	
P78.2	P782	DEFAULT	3	Neonatal haematemesis and melaena due to swallowed maternal blood						1	
P78.3	P783	DEFAULT	3	Noninfective neonatal diarrhoea						1	
P78.8	P788	DEFAULT	3	Other specified perinatal digestive system disorders						1	
P78.9	P789	DEFAULT	3	Perinatal digestive system disorder, unspecified						1	
P80	P80	DEFAULT	3	Hypothermia of newborn							
P80.0	P800	DEFAULT	3	Cold injury syndrome						1	
P80.8	P808	DEFAULT	3	Other hypothermia of newborn						1	
P80.9	P809	DEFAULT	3	Hypothermia of newborn, unspecified						1	
P81	P81	DEFAULT	3	Other disturbances of temperature regulation of newborn							
P81.0	P810	DEFAULT	3	Environmental hyperthermia of newborn						1	
P81.8	P818	DEFAULT	3	Other specified disturbances of temperature regulation of newborn						1	
P81.9	P819	DEFAULT	3	Disturbance of temperature regulation of newborn, unspecified						1	
P83	P83	DEFAULT	3	Other conditions of integument specific to fetus and newborn							
P83.0	P830	DEFAULT	3	Sclerema neonatorum						1	
P83.1	P831	DEFAULT	3	Neonatal erythema toxicum						1	
P83.2	P832	DEFAULT	3	Hydrops fetalis not due to haemolytic disease						1	
P83.3	P833	DEFAULT	3	Other and unspecified oedema specific to fetus and newborn						1	
P83.4	P834	DEFAULT	3	Breast engorgement of newborn						1	
P83.5	P835	DEFAULT	3	Congenital hydrocele							
P83.6	P836	DEFAULT	3	Umbilical polyp of newborn						1	
P83.8	P838	DEFAULT	3	Other specified conditions of integument specific to fetus and newborn						1	
P83.9	P839	DEFAULT	3	Condition of integument specific to fetus and newborn, unspecified						1	
P90	P90X	DEFAULT	3	Convulsions of newborn						1	
P91	P91	DEFAULT	3	Other disturbances of cerebral status of newborn							
P91.0	P910	DEFAULT	3	Neonatal cerebral ischaemia						1	
P91.1	P911	DEFAULT	3	Acquired periventricular cysts of newborn						1	
P91.2	P912	DEFAULT	3	Neonatal cerebral leukomalacia						1	
P91.3	P913	DEFAULT	3	Neonatal cerebral irritability						1	
P91.4	P914	DEFAULT	3	Neonatal cerebral depression						1	
P91.5	P915	DEFAULT	3	Neonatal coma						1	
P91.6	P916	DEFAULT	3	Hypoxic ischaemic encephalopathy of newborn						1	
P91.8	P918	DEFAULT	3	Other specified disturbances of cerebral status of newborn						1	
P91.9	P919	DEFAULT	3	Disturbance of cerebral status of newborn, unspecified						1	
P92	P92	DEFAULT	3	Feeding problems of newborn							
P92.0	P920	DEFAULT	3	Vomiting in newborn						1	
P92.1	P921	DEFAULT	3	Regurgitation and rumination in newborn						1	
P92.2	P922	DEFAULT	3	Slow feeding of newborn						1	
P92.3	P923	DEFAULT	3	Underfeeding of newborn						1	
P92.4	P924	DEFAULT	3	Overfeeding of newborn						1	
P92.5	P925	DEFAULT	3	Neonatal difficulty in feeding at breast						1	
P92.8	P928	DEFAULT	3	Other feeding problems of newborn						1	
P92.9	P929	DEFAULT	3	Feeding problem of newborn, unspecified						1	
P93	P93X	DEFAULT	3	Reactions and intoxications due to drugs administered to fetus and newborn						1	
P94	P94	DEFAULT	3	Disorders of muscle tone of newborn							
P94.0	P940	DEFAULT	3	Transient neonatal myasthenia gravis						1	
P94.1	P941	DEFAULT	3	Congenital hypertonia							
P94.2	P942	DEFAULT	3	Congenital hypotonia							
P94.8	P948	DEFAULT	3	Other disorders of muscle tone of newborn							
P94.9	P949	DEFAULT	3	Disorder of muscle tone of newborn, unspecified							
P95	P95X	DEFAULT	3	Fetal death of unspecified cause						1	
P96	P96	DEFAULT	3	Other conditions originating in the perinatal period							
P96.0	P960	DEFAULT	3	Congenital renal failure							
P96.1	P961	DEFAULT	3	Neonatal withdrawal symptoms from maternal use of drugs of addiction						1	
P96.2	P962	DEFAULT	3	Withdrawal symptoms from therapeutic use of drugs in newborn						1	
P96.3	P963	DEFAULT	3	Wide cranial sutures of newborn						1	
P96.4	P964	DEFAULT	3	Termination of pregnancy, affecting fetus and newborn						1	
P96.5	P965	DEFAULT	3	Complications of intrauterine procedures, not elsewhere classified						1	
P96.8	P968	DEFAULT	3	Other specified conditions originating in the perinatal period						1	
P96.9	P969	DEFAULT	3	Condition originating in the perinatal period, unspecified						1	
Q00	Q00	DEFAULT	3	Anencephaly and similar malformations							
Q00.0	Q000	DEFAULT	3	Anencephaly							
Q00.1	Q001	DEFAULT	3	Craniorachischisis							
Q00.2	Q002	DEFAULT	3	Iniencephaly							
Q01	Q01	DEFAULT	3	Encephalocele							
Q01.0	Q010	DEFAULT	3	Frontal encephalocele							
Q01.1	Q011	DEFAULT	3	Nasofrontal encephalocele							
Q01.2	Q012	DEFAULT	3	Occipital encephalocele							
Q01.8	Q018	DEFAULT	3	Encephalocele of other sites							
Q01.9	Q019	DEFAULT	3	Encephalocele, unspecified							
Q02	Q02X	DEFAULT	3	Microcephaly							
Q03	Q03	DEFAULT	3	Congenital hydrocephalus							
Q03.0	Q030	DEFAULT	3	Malformations of aqueduct of Sylvius							
Q03.1	Q031	DEFAULT	3	Atresia of foramina of Magendie and Luschka							
Q03.8	Q038	DEFAULT	3	Other congenital hydrocephalus							
Q03.9	Q039	DEFAULT	3	Congenital hydrocephalus, unspecified							
Q04	Q04	DEFAULT	3	Other congenital malformations of brain							
Q04.0	Q040	DEFAULT	3	Congenital malformations of corpus callosum							
Q04.1	Q041	DEFAULT	3	Arhinencephaly							
Q04.2	Q042	DEFAULT	3	Holoprosencephaly							
Q04.3	Q043	DEFAULT	3	Other reduction deformities of brain							
Q04.4	Q044	DEFAULT	3	Septo-optic dysplasia							
Q04.5	Q045	DEFAULT	3	Megalencephaly							
Q04.6	Q046	DEFAULT	3	Congenital cerebral cysts							
Q04.8	Q048	DEFAULT	3	Other specified congenital malformations of brain							
Q04.9	Q049	DEFAULT	3	Congenital malformation of brain, unspecified							
Q05	Q05	DEFAULT	3	Spina bifida							
Q05.0	Q050	DEFAULT	3	Cervical spina bifida with hydrocephalus							
Q05.1	Q051	DEFAULT	3	Thoracic spina bifida with hydrocephalus							
Q05.2	Q052	DEFAULT	3	Lumbar spina bifida with hydrocephalus							
Q05.3	Q053	DEFAULT	3	Sacral spina bifida with hydrocephalus							
Q05.4	Q054	DEFAULT	3	Unspecified spina bifida with hydrocephalus							
Q05.5	Q055	DEFAULT	3	Cervical spina bifida without hydrocephalus							
Q05.6	Q056	DEFAULT	3	Thoracic spina bifida without hydrocephalus							
Q05.7	Q057	DEFAULT	3	Lumbar spina bifida without hydrocephalus							
Q05.8	Q058	DEFAULT	3	Sacral spina bifida without hydrocephalus							
Q05.9	Q059	DEFAULT	3	Spina bifida, unspecified							
Q06	Q06	DEFAULT	3	Other congenital malformations of spinal cord							
Q06.0	Q060	DEFAULT	3	Amyelia							
Q06.1	Q061	DEFAULT	3	Hypoplasia and dysplasia of spinal cord							
Q06.2	Q062	DEFAULT	3	Diastematomyelia							
Q06.3	Q063	DEFAULT	3	Other congenital cauda equina malformations							
Q06.4	Q064	DEFAULT	3	Hydromyelia							
Q06.8	Q068	DEFAULT	3	Other specified congenital malformations of spinal cord							
Q06.9	Q069	DEFAULT	3	Congenital malformation of spinal cord, unspecified							
Q07	Q07	DEFAULT	3	Other congenital malformations of nervous system							
Q07.0	Q070	DEFAULT	3	Arnold-Chiari syndrome							
Q07.8	Q078	DEFAULT	3	Other specified congenital malformations of nervous system							
Q07.9	Q079	DEFAULT	3	Congenital malformation of nervous system, unspecified							
Q10	Q10	DEFAULT	3	Congenital malformations of eyelid, lacrimal apparatus and orbit							
Q10.0	Q100	DEFAULT	3	Congenital ptosis							
Q10.1	Q101	DEFAULT	3	Congenital ectropion							
Q10.2	Q102	DEFAULT	3	Congenital entropion							
Q10.3	Q103	DEFAULT	3	Other congenital malformations of eyelid							
Q10.4	Q104	DEFAULT	3	Absence and agenesis of lacrimal apparatus							
Q10.5	Q105	DEFAULT	3	Congenital stenosis and stricture of lacrimal duct							
Q10.6	Q106	DEFAULT	3	Other congenital malformations of lacrimal apparatus							
Q10.7	Q107	DEFAULT	3	Congenital malformation of orbit							
Q11	Q11	DEFAULT	3	Anophthalmos, microphthalmos and macrophthalmos							
Q11.0	Q110	DEFAULT	3	Cystic eyeball							
Q11.1	Q111	DEFAULT	3	Other anophthalmos							
Q11.2	Q112	DEFAULT	3	Microphthalmos							
Q11.3	Q113	DEFAULT	3	Macrophthalmos							
Q12	Q12	DEFAULT	3	Congenital lens malformations							
Q12.0	Q120	DEFAULT	3	Congenital cataract							
Q12.1	Q121	DEFAULT	3	Congenital displaced lens							
Q12.2	Q122	DEFAULT	3	Coloboma of lens							
Q12.3	Q123	DEFAULT	3	Congenital aphakia							
Q12.4	Q124	DEFAULT	3	Spherophakia							
Q12.8	Q128	DEFAULT	3	Other congenital lens malformations							
Q12.9	Q129	DEFAULT	3	Congenital lens malformation, unspecified							
Q13	Q13	DEFAULT	3	Congenital malformations of anterior segment of eye							
Q13.0	Q130	DEFAULT	3	Coloboma of iris							
Q13.1	Q131	DEFAULT	3	Absence of iris							
Q13.2	Q132	DEFAULT	3	Other congenital malformations of iris							
Q13.3	Q133	DEFAULT	3	Congenital corneal opacity							
Q13.4	Q134	DEFAULT	3	Other congenital corneal malformations							
Q13.5	Q135	DEFAULT	3	Blue sclera							
Q13.8	Q138	DEFAULT	3	Other congenital malformations of anterior segment of eye							
Q13.9	Q139	DEFAULT	3	Congenital malformation of anterior segment of eye, unspecified							
Q14	Q14	DEFAULT	3	Congenital malformations of posterior segment of eye							
Q14.0	Q140	DEFAULT	3	Congenital malformation of vitreous humour							
Q14.1	Q141	DEFAULT	3	Congenital malformation of retina							
Q14.2	Q142	DEFAULT	3	Congenital malformation of optic disc							
Q14.3	Q143	DEFAULT	3	Congenital malformation of choroid							
Q14.8	Q148	DEFAULT	3	Other congenital malformations of posterior segment of eye							
Q14.9	Q149	DEFAULT	3	Congenital malformation of posterior segment of eye, unspecified							
Q15	Q15	DEFAULT	3	Other congenital malformations of eye							
Q15.0	Q150	DEFAULT	3	Congenital glaucoma							
Q15.8	Q158	DEFAULT	3	Other specified congenital malformations of eye							
Q15.9	Q159	DEFAULT	3	Congenital malformation of eye, unspecified							
Q16	Q16	DEFAULT	3	Congenital malformations of ear causing impairment of hearing							
Q16.0	Q160	DEFAULT	3	Congenital absence of (ear) auricle							
Q16.1	Q161	DEFAULT	3	Congenital absence, atresia and stricture of auditory canal (external)							
Q16.2	Q162	DEFAULT	3	Absence of eustachian tube							
Q16.3	Q163	DEFAULT	3	Congenital malformation of ear ossicles							
Q16.4	Q164	DEFAULT	3	Other congenital malformations of middle ear							
Q16.5	Q165	DEFAULT	3	Congenital malformation of inner ear							
Q16.9	Q169	DEFAULT	3	Congenital malformation of ear causing impairment of hearing, unspecified							
Q17	Q17	DEFAULT	3	Other congenital malformations of ear							
Q17.0	Q170	DEFAULT	3	Accessory auricle							
Q17.1	Q171	DEFAULT	3	Macrotia							
